method,scenario,horizon,minimum,median,p90,p95,p99,p99_5,p99_9,maximum,above_2,above_5,above_10,below_0_5
soft_log_t2_c3,ssp2-4.5,2075,0.3382308164911576,1.008463697732128,1.081708135701343,1.1034232698222466,1.3594550872710498,1.7678363437710718,2.9372710975650986,2.9999999999786673,47,0,0,1
soft_log_t2_c3,ssp2-4.5,2080,0.33643330696899687,1.0092364175951796,1.0897801507733007,1.1138946953044144,1.4656488154716252,2.080647151727925,2.974896097672334,2.9999999999878866,62,0,0,1
soft_log_t2_c3,ssp2-4.5,2085,0.33537119243094826,1.0096564152180663,1.0987279828407497,1.1256382062555665,1.5638476534040933,2.239073280488978,2.9947919567006207,2.9999999999934923,70,0,0,1
soft_log_t2_c3,ssp2-4.5,2090,0.3347170188908577,1.0099974887321337,1.107283467805087,1.1389939452354345,1.6547232870107214,2.507300661667516,2.9983764225506953,2.999999999996866,81,0,0,1
soft_log_t2_c3,ssp2-4.5,2095,0.33429939077557314,1.0098145846102005,1.1152274839854486,1.1499693423901087,1.7478380315815354,2.6637401387502626,2.9993083092382595,2.999999999998358,90,0,0,1
soft_log_t2_c3,ssp2-4.5,2100,0.33402433948204135,1.0095357432864263,1.1238036511763476,1.1613232106974467,1.8322849972938835,2.760820510589079,2.999634389974815,2.9999999999990052,98,0,0,1
soft_log_t2_c3,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t2_c3,ssp5-8.5,2030,0.4999999999999999,1.0009293946246514,1.0185738170990728,1.0224929357358903,1.031778844272317,1.044471471580815,1.1240533420386105,2.047418777970605,1,0,0,1
soft_log_t2_c3,ssp5-8.5,2035,0.346532418835188,1.0025685741033916,1.037186232620467,1.0449941098845796,1.0637981132337018,1.0896377879914896,1.2508238241103373,2.764744663382937,2,0,0,1
soft_log_t2_c3,ssp5-8.5,2040,0.3354648248842267,1.0046024318787956,1.0560402091971792,1.0677531898113268,1.0959540652741797,1.1443509272402228,1.402515885953345,2.9518104028050045,4,0,0,1
soft_log_t2_c3,ssp5-8.5,2045,0.3338926448138043,1.0067027506756792,1.0748985952267143,1.0904718295668763,1.1283629061609644,1.2113249243278001,1.6043347901144975,2.9873782585771345,9,0,0,1
soft_log_t2_c3,ssp5-8.5,2050,0.3335285345988964,1.0091343903626582,1.0940461246339588,1.1133757062931342,1.1605483414738444,1.2631029151470112,1.7337836124821624,2.99495172572789,11,0,0,1
soft_log_t2_c3,ssp5-8.5,2055,0.3334153301746096,1.015810513988892,1.1131665282239898,1.1350526583456815,1.1927487901666354,1.3464686218313335,2.1899706905725838,2.997434793785468,14,0,0,1
soft_log_t2_c3,ssp5-8.5,2060,0.3333725535976721,1.027911716314023,1.1307438733837245,1.1554984450620545,1.2220701272433447,1.411766775695884,2.73233759843601,2.9991989075031262,16,0,0,1
soft_log_t2_c3,ssp5-8.5,2065,0.33335398370766783,1.033377681750693,1.150306869718571,1.1752921891426387,1.2664185617997852,1.5001506534381082,2.9166235271572565,2.999869199795946,23,0,0,1
soft_log_t2_c3,ssp5-8.5,2070,0.33334504003355053,1.0375129088282335,1.1732485669428478,1.204679827890688,1.3236057998792723,1.577576422788817,2.9660264213906014,2.9999993722976743,30,0,0,1
soft_log_t2_c3,ssp5-8.5,2075,0.33334037049093285,1.0415105882750928,1.1977909003315441,1.2349386186081461,1.4204884706861145,1.7627425012319042,2.9828260136765508,2.9999999972322615,39,0,0,1
soft_log_t2_c3,ssp5-8.5,2080,0.33333776990875374,1.0449743539452843,1.2232624800624237,1.269212176539771,1.5218052159286908,1.9567636343720025,2.993780292884744,2.9999999999556852,54,0,0,1
soft_log_t2_c3,ssp5-8.5,2085,0.33333624300099957,1.04845738827047,1.2505650064254943,1.3055967227930472,1.6270642603574408,2.161355330486088,2.999727102146204,2.9999999999981033,69,0,0,2
soft_log_t2_c3,ssp5-8.5,2090,0.33333530611750006,1.0512386396786484,1.2816756286160347,1.3500974931357383,1.7398298924350566,2.367525963373848,2.9999302878008662,2.9999999999998197,81,0,0,2
soft_log_t2_c3,ssp5-8.5,2095,0.33333470941880466,1.0536752785613956,1.3148434351354903,1.39658940078164,1.8577843422082376,2.5133429451454274,2.9999590123638766,2.9999999999999623,87,0,0,2
soft_log_t2_c3,ssp5-8.5,2100,0.3333343170304205,1.0561618392256111,1.347148533789714,1.446725595724955,1.977041900806114,2.591119693869782,2.9999703699326714,2.999999999999987,108,0,0,2
soft_log_t2_c5,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t2_c5,ssp2-4.5,2030,0.8333333333333335,1.0000163314057584,1.0086800276258872,1.0113994728942768,1.0205175028144966,1.0372916371841814,1.081615745668106,4.805381376900876,1,0,0,0
soft_log_t2_c5,ssp2-4.5,2035,0.7121212121212123,1.000073343067229,1.017360055251774,1.0227512302826098,1.0410175868232314,1.0782471703951932,1.1737925309292563,4.9593715935935,1,0,0,0
soft_log_t2_c5,ssp2-4.5,2040,0.6145833333333335,1.0001682939971168,1.0261036726954502,1.0342655269157417,1.0621353574531844,1.1237705368889208,1.3037599742460055,4.984688006726262,2,0,0,0
